-5.265006050467491150e-02,3.283518552780151367e-02,8.040104061365127563e-02
-5.716498568654060364e-02,3.421242162585258484e-02,7.437637448310852051e-02
-5.938011035323143005e-02,4.171251133084297180e-02,5.903352424502372742e-02
-6.179814040660858154e-02,5.186814069747924805e-02,2.578360587358474731e-02
-7.061681896448135376e-02,6.843560189008712769e-02,-1.250487053766846657e-03
-7.664269208908081055e-02,8.021661639213562012e-02,-1.023154426366090775e-02
-8.683927357196807861e-02,9.991969168186187744e-02,-3.745410218834877014e-02
-9.835509210824966431e-02,1.185731738805770874e-01,-7.443943619728088379e-02
-1.077326759696006775e-01,1.378135979175567627e-01,-1.041276082396507263e-01
-1.279181838035583496e-01,1.545556634664535522e-01,-1.225165575742721558e-01
-1.621906459331512451e-01,1.718742102384567261e-01,-1.743503659963607788e-01
-1.707275509834289551e-01,1.767984181642532349e-01,-1.881683170795440674e-01
-1.849563568830490112e-01,1.831401288509368896e-01,-2.150173932313919067e-01
-1.810601055622100830e-01,1.835093796253204346e-01,-2.178845107555389404e-01
-1.946820616722106934e-01,1.823666244745254517e-01,-2.334594279527664185e-01
-1.905536055564880371e-01,1.756435781717300415e-01,-2.468546926975250244e-01
-1.951597183942794800e-01,1.782243698835372925e-01,-2.475828379392623901e-01
-1.939879953861236572e-01,1.678506582975387573e-01,-2.357660531997680664e-01
-2.017867565155029297e-01,1.618565022945404053e-01,-2.294575721025466919e-01
-1.979754865169525146e-01,1.426942795515060425e-01,-2.171363234519958496e-01
-1.952979117631912231e-01,1.213739812374114990e-01,-1.829886138439178467e-01
-1.947522908449172974e-01,1.175628826022148132e-01,-1.753605306148529053e-01
-1.885792464017868042e-01,1.057603061199188232e-01,-1.465359777212142944e-01
-1.706072092056274414e-01,8.755277097225189209e-02,-1.094841435551643372e-01
-1.647920459508895874e-01,8.293500542640686035e-02,-1.061146408319473267e-01
-1.590628921985626221e-01,8.235159516334533691e-02,-8.880167454481124878e-02
-1.482903063297271729e-01,7.342427968978881836e-02,-7.509592920541763306e-02
-1.352885067462921143e-01,8.099135756492614746e-02,-5.837691202759742737e-02
-1.345559507608413696e-01,8.568541705608367920e-02,-5.584832653403282166e-02
-1.290160566568374634e-01,1.022170335054397583e-01,-3.741495311260223389e-02
-1.314177066087722778e-01,1.121089830994606018e-01,-3.103272616863250732e-02
-1.211084350943565369e-01,1.400240212678909302e-01,-3.474389761686325073e-02
-1.156618818640708923e-01,1.772859543561935425e-01,-4.081951826810836792e-02
-1.138742268085479736e-01,1.744004189968109131e-01,-4.098509997129440308e-02
-1.127622723579406738e-01,1.967903077602386475e-01,-3.260532766580581665e-02
-1.082310751080513000e-01,2.035815715789794922e-01,-3.664916008710861206e-02
-1.020890325307846069e-01,2.234664708375930786e-01,-3.880080953240394592e-02
-9.253697097301483154e-02,2.384918332099914551e-01,-3.724219277501106262e-02
-8.831372857093811035e-02,2.526560723781585693e-01,-4.253900051116943359e-02
