3.273753717181281941e-01,3.910970426060210725e-01,1.019048333168029785e+00
7.844957207813310629e-02,2.523817993007637095e-01,1.022557377815246582e+00
-1.419767373927562359e-01,1.420606266898144232e-01,1.024956345558166504e+00
-1.419767373927562359e-01,1.420606266898144232e-01,1.024956345558166504e+00
1.860084031189208342e-01,-3.181568649317662034e-02,1.028457045555114746e+00
1.015788520868464440e-01,2.771283298455474164e-01,1.032487869262695312e+00
4.426034694178287987e-01,-2.350874170477492697e-01,1.039766788482666016e+00
8.441357064848087344e-02,2.324436709585263050e-01,1.044534802436828613e+00
2.063065593505741813e-01,1.998912654708417391e-01,1.050472617149353027e+00
2.066974377105404159e-01,-1.225932533827757132e-01,1.057781338691711426e+00
2.066974377105404159e-01,-1.225932533827757132e-01,1.057781338691711426e+00
2.673897159694776926e-01,-2.048634007543588820e-01,1.072125077247619629e+00
4.747729057094939031e-02,2.473900339251595693e-01,1.086202025413513184e+00
-1.437198747054327930e-01,1.292662794601696086e-01,1.097132205963134766e+00
-2.095408949015792888e-01,1.741582670835890856e-01,1.108559608459472656e+00
-8.733336838533131696e-02,2.832068705675268583e-01,1.121073246002197266e+00
-2.140589740821006171e-01,1.092498569739920045e-01,1.135028958320617676e+00
-2.140589740821006171e-01,1.092498569739920045e-01,1.135028958320617676e+00
2.088123950515045069e-01,1.789498736827457859e-01,1.168190479278564453e+00
-3.058925888487388778e-01,2.241643310384677790e-02,1.187445878982543945e+00
-3.058925888487388778e-01,2.241643310384677790e-02,1.187445878982543945e+00
-1.887176908443106704e-01,-2.239603951062611453e-01,1.208676695823669434e+00
-3.920658374567486115e-01,1.636100480185899153e-01,1.231989026069641113e+00
-5.610362239032391507e-01,1.710137318800435124e-01,1.257406234741210938e+00
-2.602131578888911001e-02,5.929566322942865231e-01,1.313411831855773926e+00
-2.602131578888911001e-02,5.929566322942865231e-01,1.313411831855773926e+00
-7.663883502065351738e-01,3.722876870108916547e-01,1.343074321746826172e+00
-2.702293801356738800e-01,-3.281770249895576974e-01,1.373963356018066406e+00
-3.981164753443043880e-01,3.400675996622875563e-01,1.436219096183776855e+00
-3.981164753443043880e-01,3.400675996622875563e-01,1.436219096183776855e+00
-4.031166765366651084e-01,-3.861124362953669564e-01,1.467141509056091309e+00
-7.386129574230811956e-01,1.272777081671386812e-01,1.525940895080566406e+00
-7.386129574230811956e-01,1.272777081671386812e-01,1.525940895080566406e+00
-8.203920468932905941e-01,-7.336145257982421009e-02,1.553629398345947266e+00
-7.513977471364280403e-01,-2.218409265551061771e-01,1.580108642578125000e+00
-6.722419271616750791e-01,3.553654125577776490e-02,1.604849815368652344e+00
-1.147856194868936530e+00,-4.724947232935564068e-02,1.628089785575866699e+00
-7.731504392351145061e-01,-5.746494341423717955e-01,1.650037288665771484e+00
-1.950453792208002302e-01,-1.682613026291258362e-01,1.680360198020935059e+00
-7.698006627273699110e-01,-7.130113030921544914e-02,1.699025988578796387e+00
-5.470492912825707377e-01,-3.187511609486892716e-01,1.725266098976135254e+00
-5.470492912825707377e-01,-3.187511609486892716e-01,1.725266098976135254e+00
-6.672679172339122111e-01,-3.264325914879806501e-01,1.741594672203063965e+00
-1.134017308149759540e+00,-5.358018661688793705e-01,1.757132172584533691e+00
-6.092310148194511887e-01,-3.559915546332191871e-01,1.785158157348632812e+00
-6.092310148194511887e-01,-3.559915546332191871e-01,1.785158157348632812e+00
-7.611408471047762525e-01,-3.616070828015194305e-01,1.808732628822326660e+00
-7.611408471047762525e-01,-3.616070828015194305e-01,1.808732628822326660e+00
-7.656132878343679948e-01,-4.043385202607858719e-01,1.827547669410705566e+00
-6.370151040667180187e-01,-7.633990767301357394e-01,1.835168242454528809e+00
-6.368959491756231994e-01,-1.573634727682219903e-01,1.841039299964904785e+00
-8.517975671464584897e-01,-4.466704580895070609e-01,1.849333167076110840e+00
-8.517975671464584897e-01,-4.466704580895070609e-01,1.849333167076110840e+00
-1.143738283518402232e+00,-2.101105880962014505e-01,1.850888371467590332e+00
-8.299434577980662198e-01,-4.544958352791423906e-01,1.851025581359863281e+00
-5.756031741715299521e-01,-3.206225356493780376e-01,1.849547266960144043e+00
-5.756031741715299521e-01,-3.206225356493780376e-01,1.849547266960144043e+00
-5.401976425354046984e-01,-3.448245936752002416e-01,1.846963405609130859e+00
-1.092609815403421392e+00,-2.506190752447878811e-01,1.839894413948059082e+00
-1.092609815403421392e+00,-2.506190752447878811e-01,1.839894413948059082e+00
-6.700923437437789065e-01,-2.983324961710808187e-01,1.818819403648376465e+00
-6.721455432923252316e-01,-9.846634172274237873e-01,1.806975007057189941e+00
-4.808975982424390505e-01,-2.982661853954721720e-01,1.799977660179138184e+00
-9.279286526315545514e-01,-6.045983925157384364e-01,1.784910678863525391e+00
-9.279286526315545514e-01,-6.045983925157384364e-01,1.784910678863525391e+00
-6.527043357142684465e-01,-4.600324978031649636e-01,1.758225083351135254e+00
-1.261748985776746323e+00,-8.359286959413891882e-01,1.738085865974426270e+00
-7.769551609661601299e-01,-5.272481060289865296e-01,1.692635178565979004e+00
-6.949686481634261837e-01,-7.306892310063002327e-01,1.641538262367248535e+00
-6.949686481634261837e-01,-7.306892310063002327e-01,1.641538262367248535e+00
-7.470747429614230661e-01,-6.371479602487786220e-01,1.614344477653503418e+00
-6.508201033200780028e-01,-1.246441537501138619e+00,1.586587548255920410e+00
