6.233009099960327148e-01,-1.163197875022888184e+00
7.512581348419189453e-01,-8.482154607772827148e-01
1.236188650131225586e+00,-3.846169114112854004e-01
1.236188650131225586e+00,-3.846169114112854004e-01
1.681267142295837402e+00,1.847041957080364227e-02
2.197043895721435547e+00,5.287548303604125977e-01
2.439313650131225586e+00,8.047119975090026855e-01
3.163993835449218750e+00,1.760986208915710449e+00
3.585696220397949219e+00,1.303532481193542480e+00
3.700101852416992188e+00,8.320860862731933594e-01
4.413580417633056641e+00,-2.839194297790527344e+00
5.069808483123779297e+00,-7.056489467620849609e+00
5.397537708282470703e+00,-9.894220352172851562e+00
5.644774913787841797e+00,-1.281719779968261719e+01
5.816610336303710938e+00,-1.383057594299316406e+01
5.939661026000976562e+00,-1.414709472656250000e+01
6.730715751647949219e+00,-1.485189342498779297e+01
7.511483192443847656e+00,-1.557541942596435547e+01
8.000646591186523438e+00,-1.604327583312988281e+01
8.749754905700683594e+00,-1.596773338317871094e+01
9.315016746520996094e+00,-1.521169471740722656e+01
9.315016746520996094e+00,-1.521169471740722656e+01
9.328842163085937500e+00,-1.316917514801025391e+01
8.917531967163085938e+00,-1.132027912139892578e+01
8.631556510925292969e+00,-1.043874263763427734e+01
6.822563648223876953e+00,-6.644142627716064453e+00
6.353816509246826172e+00,-5.812911033630371094e+00
4.931910991668701172e+00,-3.747389793395996094e+00
2.968330144882202148e+00,-5.026810169219970703e-01
4.930287897586822510e-01,3.766363859176635742e+00
-1.977861374616622925e-01,4.730651855468750000e+00
-1.977861374616622925e-01,4.730651855468750000e+00
-1.659253120422363281e+00,6.388154983520507812e+00
-3.230773687362670898e+00,7.786687374114990234e+00
-4.098421573638916016e+00,8.511159896850585938e+00
-5.687221527099609375e+00,9.872930526733398438e+00
-7.847012042999267578e+00,1.195075607299804688e+01
-9.201276779174804688e+00,1.325746726989746094e+01
-1.045946502685546875e+01,1.445404338836669922e+01
-1.100951004028320312e+01,1.492493724822998047e+01
-1.213813591003417969e+01,1.566048908233642578e+01
-1.300591659545898438e+01,1.614260864257812500e+01
-1.363560295104980469e+01,1.636555862426757812e+01
-1.362584114074707031e+01,1.637842369079589844e+01
