8.215470910072326660e-01,-1.098837733268737793e+00
9.064856767654418945e-01,-1.060763716697692871e+00
1.994099855422973633e+00,-1.370899915695190430e+00
6.071597099304199219e+00,-3.037218570709228516e+00
1.354619979858398438e+01,-5.765419483184814453e+00
3.143004608154296875e+01,-8.384898185729980469e+00
3.143004608154296875e+01,-8.384898185729980469e+00
3.295473480224609375e+01,-6.108505249023437500e+00
3.295473480224609375e+01,-6.108505249023437500e+00
2.765193367004394531e+01,-5.206802368164062500e+00
2.767955398559570312e+01,-4.368905544281005859e+00
2.851807785034179688e+01,-3.200600862503051758e+00
2.756250381469726562e+01,9.627990722656250000e-01
2.756250381469726562e+01,9.627990722656250000e-01
2.230228042602539062e+01,4.153961181640625000e+00
1.830729293823242188e+01,6.560989856719970703e+00
1.041589355468750000e+01,8.382860183715820312e+00
8.212069272994995117e-01,8.340830802917480469e+00
-9.387331962585449219e+00,8.336372375488281250e+00
-1.269211006164550781e+01,7.689513683319091797e+00
-1.984390640258789062e+01,2.416892290115356445e+00
-2.091796112060546875e+01,1.142332077026367188e+00
-2.091796112060546875e+01,1.142332077026367188e+00
-2.180003166198730469e+01,-3.775133192539215088e-02
-2.454411506652832031e+01,-2.027296304702758789e+00
-2.454411506652832031e+01,-2.027296304702758789e+00
-2.454411506652832031e+01,-2.027296304702758789e+00
-2.540984916687011719e+01,-5.644276142120361328e-01
-2.548080062866210938e+01,-1.426996290683746338e-01
-2.561240577697753906e+01,1.126785755157470703e+00
-2.553778839111328125e+01,2.369755506515502930e+00
-2.518236732482910156e+01,2.763554573059082031e+00
-2.420860481262207031e+01,3.248297214508056641e+00
-1.972244453430175781e+01,4.836093902587890625e+00
-1.815205001831054688e+01,5.362382411956787109e+00
-1.579421424865722656e+01,6.000272274017333984e+00
-8.779231071472167969e+00,6.920559883117675781e+00
-6.740289688110351562e+00,7.128587245941162109e+00
-2.356655359268188477e+00,7.308019638061523438e+00
8.149860501289367676e-01,7.105396270751953125e+00
3.480654954910278320e+00,6.562935829162597656e+00
6.709997177124023438e+00,4.456763267517089844e+00
8.506456375122070312e+00,1.863987326622009277e+00
8.923298835754394531e+00,3.706259131431579590e-01
