2.872581709469978861e+01,-3.000000000000000000e+01,2.592446400893811733e+04,2.366611874195751852e+01
2.894762474763201254e+01,-3.000000000000000000e+01,2.594235472379744897e+04,2.490948441655158518e+01
3.000000000000000000e+01,-3.000000000000000000e+01,2.737064966073996766e+04,5.204831118275965451e+01
3.000000000000000000e+01,-3.000000000000000000e+01,2.855574483384472114e+04,5.562310132740974922e+01
3.000000000000000000e+01,-3.000000000000000000e+01,3.028311933351794505e+04,5.627270758216741342e+01
3.000000000000000000e+01,-3.000000000000000000e+01,3.182656120368382108e+04,4.648570411221542287e+01
2.943152391481417851e+01,-3.000000000000000000e+01,3.412126647558186232e+04,4.665717585937151313e+01
1.354886594843824810e+01,-3.000000000000000000e+01,4.312438295394396118e+04,1.041426047142291011e+01
1.305219350162532166e+01,-3.000000000000000000e+01,4.508235872679088061e+04,1.733723438462104838e+01
7.685294163471815487e+00,-3.000000000000000000e+01,5.141086625098335207e+04,1.129184575591171225e+01
5.414303575417158676e+00,-2.603998592340307994e+01,5.617587398303730151e+04,1.333557111457388444e+01
4.784682133593149977e+00,-2.551896839187750388e+01,5.694720011871933093e+04,1.144870408031570719e+01
2.850332081922545946e+00,-1.119208903371121089e+01,6.000000000000000000e+04,2.283114928057654680e+01
2.729790957539021345e+00,-1.018641101861932086e+01,6.000000000000000000e+04,2.392290981288180873e+01
2.747089531742479718e+00,-2.531923383163002583e+00,6.000000000000000000e+04,3.358188056853470727e+01
1.066757435556938471e+00,1.087683201133807032e+01,6.000000000000000000e+04,4.328074609076486468e+01
1.118991565949146505e+00,1.223031080985984609e+01,6.000000000000000000e+04,4.527203387783092126e+01
2.162274317865003681e+00,2.737632470036294308e+01,6.000000000000000000e+04,6.026673921136971046e+01
2.393003466001090374e+00,3.000000000000000000e+01,6.000000000000000000e+04,6.365302201346529642e+01
3.358110082340678648e+00,3.000000000000000000e+01,6.000000000000000000e+04,6.606172247750183146e+01
3.364887984774203922e+00,3.000000000000000000e+01,6.000000000000000000e+04,6.587831797440667003e+01
4.735140783534470543e+00,3.000000000000000000e+01,6.000000000000000000e+04,7.125552824464264745e+01
6.643172123083446401e+00,3.000000000000000000e+01,6.000000000000000000e+04,7.942636946418380717e+01
