9.570694714784622192e-02,-4.068909212946891785e-02,-2.673183679580688477e-01,-9.579799771308898926e-01
1.002892926335334778e-01,-4.051724076271057129e-02,-2.922134697437286377e-01,-9.502167105674743652e-01
1.005821302533149719e-01,-3.451980277895927429e-02,-3.165262937545776367e-01,-9.426042437553405762e-01
1.012582778930664062e-01,-3.222655132412910461e-02,-3.396100997924804688e-01,-9.345444440841674805e-01
1.033852472901344299e-01,-2.958589047193527222e-02,-3.595398664474487305e-01,-9.269128441810607910e-01
1.065750420093536377e-01,-3.141759335994720459e-02,-3.807927668094635010e-01,-9.179606437683105469e-01
9.969741851091384888e-02,-1.871232688426971436e-02,-4.354199469089508057e-01,-8.944941759109497070e-01
1.063363030552864075e-01,-1.441912259906530380e-02,-4.543553590774536133e-01,-8.843336105346679688e-01
1.041563674807548523e-01,-1.655123755335807800e-02,-4.696606993675231934e-01,-8.765251040458679199e-01
1.041563674807548523e-01,-1.655123755335807800e-02,-4.696606993675231934e-01,-8.765251040458679199e-01
1.098219826817512512e-01,-1.464157178997993469e-02,-4.937105774879455566e-01,-8.625397682189941406e-01
1.098219826817512512e-01,-1.464157178997993469e-02,-4.937105774879455566e-01,-8.625397682189941406e-01
1.073480471968650818e-01,-1.384794898331165314e-02,-5.206512808799743652e-01,-8.468806743621826172e-01
1.077862828969955444e-01,-8.408756926655769348e-03,-5.444033145904541016e-01,-8.318272233009338379e-01
1.107572987675666809e-01,-9.637515991926193237e-03,-5.593460202217102051e-01,-8.214451074600219727e-01
1.132288724184036255e-01,-4.606063012033700943e-03,-5.801223516464233398e-01,-8.066077232360839844e-01
1.115645319223403931e-01,-4.044960252940654755e-03,-6.135665178298950195e-01,-7.817116975784301758e-01
1.113036051392555237e-01,-3.831061068922281265e-03,-6.241488456726074219e-01,-7.733272314071655273e-01
1.113036051392555237e-01,-3.831061068922281265e-03,-6.241488456726074219e-01,-7.733272314071655273e-01
1.151110306382179260e-01,5.389390047639608383e-03,-6.620160341262817383e-01,-7.405776381492614746e-01
1.151110306382179260e-01,5.389390047639608383e-03,-6.620160341262817383e-01,-7.405776381492614746e-01
1.164949089288711548e-01,7.976891472935676575e-03,-6.944119930267333984e-01,-7.100403904914855957e-01
1.112180873751640320e-01,1.235506311058998108e-02,-7.003733515739440918e-01,-7.049503922462463379e-01
1.173514053225517273e-01,2.213188260793685913e-02,-7.482135891914367676e-01,-6.526219248771667480e-01
1.228126361966133118e-01,2.004620246589183807e-02,-7.647331953048706055e-01,-6.322170495986938477e-01
1.220511198043823242e-01,2.658067829906940460e-02,-7.710308432579040527e-01,-6.244265437126159668e-01
1.202295720577239990e-01,3.021892718970775604e-02,-7.796939611434936523e-01,-6.137663125991821289e-01
1.234157159924507141e-01,3.053367510437965393e-02,-7.892478108406066895e-01,-6.007696390151977539e-01
1.234157159924507141e-01,3.053367510437965393e-02,-7.892478108406066895e-01,-6.007696390151977539e-01
1.143442690372467041e-01,3.543788194656372070e-02,-8.094074130058288574e-01,-5.749167799949645996e-01
1.115756332874298096e-01,3.131243586540222168e-02,-8.243744969367980957e-01,-5.540550947189331055e-01
1.018788293004035950e-01,3.704186156392097473e-02,-8.396613597869873047e-01,-5.321816802024841309e-01
9.768880903720855713e-02,3.561688214540481567e-02,-8.511562347412109375e-01,-5.145108699798583984e-01
9.675732254981994629e-02,3.603004664182662964e-02,-8.624202609062194824e-01,-4.955513179302215576e-01
9.262181818485260010e-02,4.294124618172645569e-02,-8.747293949127197266e-01,-4.737358689308166504e-01
